id,Age
15000,6.860521843472847
15001,10.727949221219387
15002,5.880838126044394
15003,9.858820998056174
15004,7.076019183051387
15005,10.117364116265119
15006,11.30419235740236
15007,11.065535830145139
15008,6.530648160113893
15009,6.658107628942852
15010,8.669129951616153
15011,19.495875963366277
15012,9.603121220385606
15013,11.499685180611314
15014,14.256000000529811
15015,6.9636161268511625
15016,8.606315388891696
15017,13.267834551153868
15018,9.065242153318781
15019,11.82214835756725
15020,9.719109130530818
15021,10.274291642539207
15022,9.113656289791258
15023,6.952634222942546
15024,12.499839620841726
15025,12.210266441704881
15026,14.564800015584023
15027,11.007405977222184
15028,7.797617090225172
15029,10.12359262951178
15030,8.041356685113302
15031,4.928073310947788
15032,6.495109473926433
15033,10.024169077182668
15034,13.799642033377843
15035,9.991079648252127
15036,9.257693361315791
15037,16.385311164998612
15038,12.568036480117648
15039,13.730986356051357
15040,9.139219950212127
15041,10.456317260020246
15042,13.184764104351384
15043,7.3448451134917025
15044,7.732140400784906
15045,10.317799988497558
15046,9.150632593199264
15047,20.29317302044492
15048,8.442004956470289
15049,8.459809030665106
15050,9.0333148009447
15051,9.79695924728992
15052,9.359459170212517
15053,15.162212606632506
15054,10.012766954189605
15055,10.06511586096532
15056,10.485094519335075
15057,9.84789533549996
15058,11.607749105090285
15059,11.13046317237458
15060,11.67810830075204
15061,15.065476663503198
15062,7.6917581727361455
15063,8.210420365264195
15064,13.535751522902451
15065,9.446305700876984
15066,6.532225325653435
15067,8.017997797707702
15068,10.357115253913609
15069,10.32892221342189
15070,9.900669130041283
15071,10.04417182968213
15072,9.09887189490144
15073,9.18722087078165
15074,9.262037005460973
15075,8.498207630378284
15076,10.210373465352909
15077,10.11779061682749
15078,9.872333329814172
15079,10.785216049487214
15080,8.076373181590482
15081,9.348122988486836
15082,9.299267490352614
15083,9.123408644293423
15084,10.2248656136779
15085,6.91664170725176
15086,11.550987397683269
15087,10.600667526407953
15088,10.701574902883191
15089,8.247480444219857
15090,10.241317297646757
15091,9.56991948272237
15092,10.795089338857123
15093,13.28715580208425
15094,10.559664805557668
15095,10.512439720384272
15096,11.949516816970796
15097,7.282740221182159
15098,11.267022942900036
15099,9.179775887707322
15100,10.738931337312625
15101,12.841043690913219
15102,6.2899649212656765
15103,11.959482088646075
15104,6.829393760803289
15105,11.145696529825468
15106,11.069251847042839
15107,9.082533691092108
15108,8.138347146841584
15109,7.512460216315308
15110,11.00180731077871
15111,8.783955349085778
15112,12.325383686370857
15113,8.549804252921952
15114,13.18464041796365
15115,12.677046441542874
15116,10.765443288765248
15117,11.471245825083804
15118,9.298549457430553
15119,8.114724292635405
15120,11.351559791822133
15121,4.797898965379555
15122,12.065039667883516
15123,13.78708633698905
15124,11.805287055168261
15125,6.857369882515486
15126,7.086540688926127
15127,12.25605737227963
15128,4.8508783672687095
15129,13.627089115908216
15130,14.012134023198387
15131,12.804843855492551
15132,15.3674276426576
15133,13.748392523669114
15134,15.674217126388186
15135,8.299307634251743
15136,10.379222563642585
15137,15.430745938185165
15138,9.330671363563198
15139,13.797506734032703
15140,8.666079558749022
15141,9.483752698519986
15142,7.531970330988681
15143,9.278279193469011
15144,8.952371968433471
15145,11.197128472835063
15146,10.09612067979202
15147,10.138292265037592
15148,6.493850552098259
15149,7.22284873618143
